score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
10,Exceptional,Staff were all very friendly and went above and beyond for any request that was made.,"Due to flooding, there was an issue having some hot water when we first arrived but no fault of the hotel really. Also no onsite parking, so had to park in an NCP near by!",United Kingdom,Executive Double Room,4 nights ·,Couple,July 2021,13 August 2021,,
9.0,Additional 3 night stay after attending a wedding.,Room service. Staff. Cleaning Staff. Large family room. Spa facilities excellent. Food!,TV kept losing connection on some channels.,United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,August 2021,13 August 2021,,
9.0,Superb,All was great,Service was slow !As a single business man they put me next to a roof full of screaming babies at 4am and 7am ….. not clever or thoughtful ……. I would have changed rooms if I was staying for longer than one night Bad thoughts !,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,August 2021,12 August 2021,,
8.0,Loyalty should be shown to guests with the pricing of simple things like soft drinks,"As Covid makes international travel difficult my husband and I opted for a staycation at the landmark which was great as it does feel like you are on holiday with the elegance of the decor and exceptionally polite staff. You almost feel like a guest in a huge mansion which is a surreal but nice feeling. The rooms are spacious and beautiful, amazing bathroom with amenities you need.","Was it good value for money? Well, it’s a league above many hotels in terms of the quality of the room but I think the price for a simple soft drink is disgraceful and should be evaluated as should the cost of breakfast . Why for example is it a case of an expensive breakfast or nothing . Why does it not have a complimentary continental considering the cost of the room? I get why they keep out the public with their prices but surely guests deserve loyalty with simple things. It’s because of this I chose not to dine in their restaurant. Interestingly I booked it because of the inner decor but didn’t use it. It also looked like many unhappy guests were waiting in line for breakfast too. Lastly , the mobile room keys. They didn’t work for us and we were locked out and had to go to reception! I kept trying to follow the advice to get these to work as did my husband . Anyhoo, beautiful hotel and enjoyable stay overall.",United Kingdom,Deluxe Double Room,2 nights ·,Couple,August 2021,12 August 2021,,
10,Amazing hotel and super friendly staff,"Location, size of room, beauty of hotel, really big bathroom, fabulous breakfast",Nothing!,United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,August 2021,12 August 2021,,
10,Amazing!,Such a beautiful place with amazing staff members! Will be coming again here for sure.,,United Kingdom,Double Room,2 nights ·,Family,August 2021,11 August 2021,,
10,Luxury in London,"Loved the breakfast, staff and support. The staff went out of their way to satisfy. The hotel has so many locations to take beautiful pictures. The location was ideal to pop into shopping in central London. Was also walking distance to Madame Tussaud and Baker street underground station.",Nothing. Was perfect,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,August 2021,10 August 2021,,
10,"fantastic experience, luxury, perfect stay","hotel was amazing and the breakfast was fantastic, the staff very helpful",,United Kingdom,Double Room,1 night ·,Couple,August 2021,9 August 2021,,
10,Exceptional in every possible way!,"The staff at The Landmark were exceptional and ensured we had the best stay possible. From the moment we booked to the moment we left, every whim was met by every member of staff we encountered in some way, shape or form and we really could not have asked for more.Exceptional customer service, exceptional attention to detail, exceptional facilities (the spa was a delight!), exceptional breakfast (and catered to our dietary requirements wonderfully) - it really was an exceptional stay overall. Looking forward to returning already!",,United Kingdom,Executive Double Room,1 night ·,Group,June 2021,8 August 2021,,
9.0,Superb,Great facilities and location,"The front desk staff could have been a little nicer. I explained to her that I was entitled to an upgrade as I’m a genius member snd she demanded I show her proof. I couldn’t find any as she said I would have been sent an email showing I was entitled to get an upgrade.She then proceeded to tell me, she would have to speak to her manager.It was so embarrassing.",United Kingdom,Executive Double Room,1 night ·,Solo traveller,August 2021,8 August 2021,,
9.0,Superb,Authentic hotel with 5 stat services,,United Kingdom,Suite,2 nights ·,Family,August 2021,8 August 2021,,
10,Exceptional,Great hotel full of history! Staff were fantastic and very attentive.,N/A,United Kingdom,Double Room,2 nights ·,Family,July 2021,7 August 2021,,
10,Top top hotel,Everything - simply superb,Nothing,United Kingdom,Deluxe Double Room,4 nights ·,Couple,August 2021,6 August 2021,,
9.0,Fabulous people,"Especially the wonderful attentive and welcoming staff in every department of the hotel. I wasn’t even open a door to help the staff.Special mention to: Doville, on reception; Zoltan, Thomas and Rupert. Super super people. (I have read some of the negative reports and wonder why some of the comments made it to a review. Why not call the front desk or housekeeping to deal with the “human hair on the carpet” rather than use the review.",Nothing - rebooked for stay next month.,United Kingdom,Deluxe Double Room,2 nights ·,Couple,August 2021,6 August 2021,1,
10,Best birthday stay ever!,"Amazing rooms, service, overall look of the hotel is just beautiful. I had the best time ever will definitely be coming back 😊",,United Kingdom,Double Room,1 night ·,Group,July 2021,5 August 2021,,
10,Absolutely stunning,My breakfast was amazing. The staff were very friendly and helpful. I was extremely pleased with my breakfast as I requested two poached eggs on buttered white toast which I was served and it was cooked perfectly and delicious. I have been in numerous hotels and requested this and so many get it wrong.our room was big and beautiful and so clean. The bed was massive and super comfy with the silkiest sheets I have ever slept in. The bathroom was fab with his and her basins bath with shower and a separate toilet. An absolutely perfect place to stay.,"There is no Parking at the hotel , the parking offered was a secure car park but very expensive.",United Kingdom,Double Room,1 night ·,Family,August 2021,5 August 2021,,
9.0,Superb,,I was not made aware that i needed to pre book swimming. as a result we were unable to use the facility. i spoke with the guest relations manager who did not get back to me. he lket the hotel down. all other staff were perfection.,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,July 2021,5 August 2021,1,
10,Exceptional,"It was a great experience. The room was fantastic as we were upgraded for free, due it being our 25th Wedding Anniversary. The staff were friendly and helpful and the food was great - very well presented.",,United Kingdom,Executive Double Room,2 nights ·,Couple,August 2021,5 August 2021,,
9.0,Great hotel and enjoyed our stay,We liked everything here.,Leaving,United Kingdom,Deluxe Double Room,2 nights ·,Couple,August 2021,4 August 2021,1,
8.0,Fantastic hotel but will ask for a room further from the function room next time,"Breakfast was amazing, staff were so friendly and helpful. Room was very spacious and comfortable. Exceptional service.","The room was noisy, we could hear loud music from the function room in the evening. And the bars were all closed.",United Kingdom,Family Room (2 Adults + 2 Children),4 nights ·,Family,July 2021,3 August 2021,,
10,Really enjoyed it will be back,Room was lovely. Restaurant Manager with the yellow tie at breakfast I believe his name was Rosario was very helpful as were all the Staff. We will definitely be back.,All was lovely . Just one little thing my daughter felt the mattress was too hard for her! Other than that all was brilliant,United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,July 2021,3 August 2021,1,
10,A beautiful hotel that is well worth a visit!,"I loved everything from the grand entrance, the view from our room of the beautiful winter garden restaurant below, the lovely spa, the delicious food, the friendly and super professional staff, the list could go on and on. If you want to feel like a movie star then visit the landmark, you will not be disappointed.","I did think the price was a little bit expensive, but you do get what you pay for. The hotel is so grand and beautiful and the rooms are so comfortable and the staff are so professional you really do feel well looked after.",United Kingdom,Double Room,1 night ·,Couple,July 2021,2 August 2021,,
